,picker_host,wms_sku_id,sku_name,sku_weight_g,sku_dimensions_mm,task_success,pick_success,place_success,task_total,pick_total,place_total
216,ropi01,1474567,Shelma Bezobilné masové tyčinky pro kočku drůbež,21.0,"[180, 115, 10]",16,17.0,17.0,17,17,17
217,ropi01,1474572,Shelma Bezobilné masové tyčinky pro kočku pstruh,21.0,"[180, 115, 10]",30,30.0,30.0,37,30,30
218,ropi01,1474577,Shelma Bezobilné masové tyčinky pro kočku hovězí,21.0,"[180, 115, 10]",29,27.0,27.0,33,29,27
219,ropi01,1475845,L'OR Espresso Chocolate kapsle,52.0,"[155, 33, 79]",42,42.0,42.0,42,42,42
220,ropi01,1476090,Little's Kávové kapsle s příchutí vanilky,75.0,"[280, 37, 37]",2,2.0,2.0,2,2,2
221,ropi01,1476100,Little's Kávové kapsle s příchutí oříšku,75.0,"[280, 37, 37]",2,2.0,2.0,2,2,2
222,ropi01,1476430,Isabel Sardinky v olivovém oleji,170.0,"[66, 28, 107]",56,54.0,54.0,60,58,54
223,ropi01,1476440,Isabel Sardinky ve vlastní šťávě,170.0,"[66, 28, 107]",39,39.0,39.0,41,40,39
224,ropi01,1476445,Isabel Sardinky v rajské omáčce,170.0,"[66, 28, 107]",8,1.0,1.0,13,12,1
225,ropi01,1476635,illy Bez kofeinu Porcovaná káva,265.0,"[180, 90, 90]",9,10.0,10.0,10,10,10
226,ropi01,1478155,Nuevo Progreso Fazole černé celé,482.0,"[110, 75, 75]",167,144.0,144.0,172,171,144
227,ropi01,1479115,Rebelbean Cascara Panama Carmen Estate,163.0,"[210, 130, 75]",1,1.0,1.0,1,1,1
228,ropi01,1479445,neo™ Sticks Bright Tabacco,19.0,"[80, 49, 20]",6,2.0,2.0,15,14,2
229,ropi01,1479450,neo™ Sticks Gold Tabacco,19.0,"[80, 49, 20]",7,3.0,3.0,11,11,3
230,ropi01,1479860,HEETS Mauve Wave,22.0,"[48, 74, 15]",108,66.0,66.0,153,153,66
231,ropi01,1481140,ACE X Cosmic Cool Mint Prague Open,21.0,"[23, 70, 70]",0,0.0,,1,1,0
232,ropi01,1481145,ACE X Cosmic SW Extreme Cool,21.0,"[23, 70, 70]",1,1.0,1.0,1,1,1
233,ropi01,1483220,Beginnings Vlhčené splachovatelné ubrousky,420.0,"[110, 230, 42]",16,17.0,13.0,21,20,17
234,ropi01,1483665,Levandule Chodouňská BIO Rakytník s levandulí,52.0,"[140, 90, 45]",1,1.0,1.0,1,1,1
235,ropi01,1484150,"Sencor Černá sluchátka s mikrofonem 3,5 mm",33.0,"[153, 30, 55]",2,2.0,2.0,2,2,2
236,ropi01,1485235,Bella Mamma Comfort poporodní kalhotky M/L,59.0,"[165, 95, 60]",5,5.0,5.0,5,5,5
237,ropi01,1485240,Bella Mamma Comfort poporodní kalhotky XL,63.0,"[165, 95, 60]",6,6.0,6.0,6,6,6
238,ropi01,1486730,Naturella Vložky Ultra Night,76.0,"[110, 42, 176]",10,10.0,10.0,10,10,10
239,ropi01,1486870,iD Capsule Summer Red,14.0,"[16, 52, 75]",3,1.0,1.0,3,3,1
240,ropi01,1486875,iD Capsule Forest Purple,14.0,"[16, 52, 75]",6,3.0,3.0,8,8,3
241,ropi01,1487660,4Slim Čekankové slazení s příchutí medu,380.0,"[155, 70, 40]",18,15.0,15.0,19,19,15
242,ropi01,1489510,"Velo Creamy Coffee X-Strong (10,9 mg)",38.0,"[120, 70, 70]",1,0.0,,1,1,0
243,ropi01,1489515,Velo Tropic Breeze Ultra (15 mg),38.0,"[120, 70, 70]",2,0.0,,4,4,0
244,ropi01,1489520,Velo Arctic Frost Max (20 mg),38.0,"[120, 70, 70]",5,4.0,4.0,6,6,4
245,ropi01,1490050,Little's Mletá káva s příchutí vanilky,113.0,"[190, 117, 62]",1,1.0,1.0,1,1,1
246,ropi01,1490145,Doubleshot Flirt,315.0,"[120, 120, 70]",3,3.0,3.0,3,3,3
247,ropi01,1490265,Camel Yellow Shorts – Doprodej,26.0,"[95, 58, 23]",33,16.0,16.0,46,45,16
248,ropi01,1490330,Propesko Mistr Filetky s kuřecím a krůtím v omáčce pro psy (4×85 g),356.0,"[145, 215, 30]",3,1.0,1.0,4,4,1
249,ropi01,1490335,Propesko Mistr Filetky s hovězím a zvěřinou v omáčce pro psy (4×85 g),356.0,"[145, 215, 30]",1,1.0,1.0,1,1,1
250,ropi01,1491185,Pokémon TCG: SWSH10 Astral Radiance – Booster,41.0,"[120, 65, 3]",15,11.0,11.0,18,16,11
251,ropi01,1491190,Pokémon TCG: SWSH10 Astral Radiance – Blister booster,33.0,"[180, 100, 2]",10,8.0,8.0,10,10,8
252,ropi01,1491195,Pokémon TCG: SWSH10 Astral Radiance – Premium checklane blister,33.0,"[180, 100, 2]",7,7.0,7.0,7,7,7
253,ropi01,1491205,Pokémon TCG: Knock Out Collection,104.0,"[165, 79, 21]",5,5.0,5.0,5,5,5
254,ropi01,1491215,Camel Blue – Doprodej,30.0,"[86, 55, 25]",85,44.0,44.0,117,117,44
255,ropi01,1491220,Winston Classic Red 100 – Doprodej,30.0,"[86, 55, 21]",78,63.0,63.0,112,112,63
256,ropi01,1491550,Swad Korma curry hotová omáčka,260.0,"[180, 135, 10]",3,3.0,3.0,3,3,3
257,ropi01,1491555,Swad Tikka Masala hotová omáčka,260.0,"[180, 135, 10]",8,8.0,8.0,8,8,8
258,ropi01,1491865,Camel Yellow KS – Doprodej,30.0,"[89, 55, 27]",50,30.0,30.0,81,81,30
259,ropi01,1491870,Benson & Hedges Option – Doprodej,30.0,"[56, 85, 25]",27,18.0,18.0,29,29,18
260,ropi01,1491875,Winston Balanced Blue – Doprodej,30.0,"[53, 98, 23]",14,13.0,13.0,18,18,13
261,ropi01,1491880,Always Platinum Super hygienické vložky s křidélky,45.0,"[89, 58, 97]",6,6.0,6.0,6,6,6
262,ropi01,1491890,Always Ultra Sensitive Night Vložky s křidélky,92.0,"[115, 48, 176]",8,8.0,8.0,8,8,8
263,ropi01,1491895,Always ZZZs Noční jednorázové menstruační spodní prádlo,167.0,"[185, 85, 140]",4,4.0,4.0,4,4,4
264,ropi01,1491900,Always ZZZs Noční jednorázové menstruační spodní prádlo,495.0,"[183, 135, 189]",2,1.0,1.0,3,3,1
265,ropi01,1491995,Emco Super kaše 2 druhy čokolády 3×55 g,208.0,"[170, 122, 54]",14,14.0,14.0,14,14,14
266,ropi01,1492000,Emco Super kaše jahody a smetana 3×55 g,208.0,"[170, 122, 54]",15,15.0,15.0,15,15,15
267,ropi01,1492030,Davidoff Gold – Doprodej,30.0,"[55, 89, 27]",37,27.0,27.0,54,53,27
268,ropi01,1492090,Rothmans Demi Ultramarine – Doprodej,30.0,"[86, 55, 21]",46,33.0,33.0,75,75,33
269,ropi01,1492230,Hami BIO Čočkové křupky s lahodnou kukuřicí,22.0,"[175, 160, 44]",28,27.0,27.0,28,28,27
270,ropi01,1492235,Hami BIO Kukuřičné-quinoa křupky s výborným ananasem,22.0,"[175, 160, 44]",12,9.0,9.0,13,13,9
271,ropi01,1492325,neo™ Sticks Arctic Click,19.0,"[80, 49, 20]",9,2.0,2.0,12,10,2
272,ropi01,1492380,Marlboro Gold 3.0 Original KS – Doprodej,30.0,"[89, 53, 27]",73,39.0,38.0,141,137,39
273,ropi01,1492385,Rothmans of London DEMI Blue – Doprodej,30.0,"[95, 128, 118]",28,19.0,18.0,54,54,19
274,ropi01,1492410,Alnatura BIO Mandlovo-ořechové tofu uzené,205.0,"[100, 70, 30]",12,12.0,12.0,14,12,12
275,ropi01,1492450,Gillette Blue3 Pánský jednorázový holicí strojek,118.0,"[195, 46, 102]",7,7.0,7.0,7,7,7
276,ropi01,1492480,Nestlé Fitness Granola brusinka,312.0,"[240, 190, 60]",7,7.0,7.0,7,7,7
277,ropi01,1492585,Joxty Proteinové chipsy 42 % Sladké chilli,54.0,"[205, 160, 40]",2,2.0,2.0,2,2,2
278,ropi01,1492590,Joxty Proteinové chipsy 42 % Smetana s cibulí,54.0,"[205, 160, 40]",1,1.0,1.0,1,1,1
279,ropi01,1492595,Joxty Proteinové chipsy 22 % Chilli a limetka,54.0,"[205, 160, 40]",5,5.0,5.0,5,5,5
280,ropi01,1492600,Joxty Proteinové chipsy 22 % Paprika,54.0,"[205, 160, 40]",7,7.0,7.0,7,7,7
281,ropi01,1492655,Sparta Classic KS,30.0,"[55, 89, 27]",20,14.0,14.0,20,20,14
282,ropi01,1492665,Petra Klasik Červená KS – Doprodej,30.0,"[55, 89, 27]",33,23.0,23.0,46,46,23
283,ropi01,1492670,Petra Klasik Modrá KS – Doprodej,30.0,"[89, 55, 27]",10,9.0,9.0,18,17,9
284,ropi01,1492685,Cereabar BIO Flapjack banana bread,61.0,"[23, 135, 50]",0,0.0,,4,4,0
285,ropi01,1492695,Cereabar BIO Flapjack chocolate,61.0,"[23, 135, 50]",0,1.0,1.0,3,3,1
286,ropi01,1492720,Allnature BIO Matcha Premium,268.0,"[255, 140, 45]",2,2.0,2.0,2,2,2
287,ropi01,1492730,Allnature BIO Fazole mungo,505.0,"[210, 40, 95]",15,15.0,15.0,15,15,15
288,ropi01,1492735,Allnature BIO Čočka černá beluga,500.0,"[210, 40, 95]",29,28.0,28.0,29,29,28
289,ropi01,1492740,Allnature BIO Fazole adzuki,504.0,"[210, 40, 95]",20,20.0,20.0,20,20,20
290,ropi01,1492825,L&M Red Label – Doprodej,24.0,"[88, 55, 23]",20,13.0,13.0,24,23,13
291,ropi01,1492830,Davidoff SL-Line Gold – Doprodej,22.0,"[100, 63, 13]",51,45.0,45.0,55,55,45
292,ropi01,1492835,Viceroy Classic Red – Doprodej,24.0,"[88, 55, 23]",13,9.0,9.0,23,23,9
293,ropi01,1492840,Lucky Strike SC Amber – Doprodej,22.0,"[100, 63, 13]",16,16.0,16.0,20,19,16
294,ropi01,1492845,Lucky Strike Flow Res – Doprodej,22.0,"[100, 63, 13]",9,5.0,5.0,12,12,5
295,ropi01,1492850,Rothmans Longs Violet,22.0,"[100, 63, 13]",4,4.0,4.0,6,6,4
296,ropi01,1492855,Rothmans of London Red 100´s – Doprodej,29.0,"[103, 56, 23]",17,16.0,16.0,19,19,16
297,ropi01,1492860,Davidoff Reshape White – Doprodej,22.0,"[100, 63, 13]",20,11.0,11.0,35,34,11
298,ropi01,1492865,Marlboro KS Box Red FWD – Doprodej,24.0,"[88, 55, 23]",29,16.0,16.0,44,44,16
299,ropi01,1492875,Marlboro Red FWD 70 RS Box – Doprodej,21.0,"[75, 55, 22]",47,31.0,31.0,57,57,31
300,ropi01,1492880,L&M Blue Label – Doprodej,24.0,"[88, 55, 23]",72,40.0,40.0,93,93,40
301,ropi01,1492885,Chesterfield Special – Doprodej,24.0,"[88, 55, 23]",11,13.0,13.0,18,17,13
302,ropi01,1492890,Chesterfield Special Blue – Doprodej,24.0,"[88, 55, 23]",8,5.0,5.0,12,12,5
303,ropi01,1492900,L&M Violet Link 100´s SSL – Doprodej,22.0,"[100, 63, 13]",51,33.0,33.0,57,55,33
304,ropi01,1492905,L&M Blue Link 100´s SSL – Doprodej,22.0,"[100, 63, 13]",14,12.0,12.0,17,17,12
305,ropi01,1492915,L&M LOFT Aqua BOT SLI – Doprodej,22.0,"[100, 63, 13]",27,13.0,13.0,31,29,13
306,ropi01,1492920,L&M Forward KS – Doprodej,24.0,"[88, 55, 23]",19,17.0,17.0,23,23,17
307,ropi01,1492925,Chesterfield Linea 100 SSL – Doprodej,22.0,"[100, 63, 13]",11,12.0,12.0,13,13,12
308,ropi01,1492930,Chesterfield Red (CROWN) 28´s – Doprodej,37.0,"[88, 70, 28]",26,17.0,17.0,47,47,17
309,ropi01,1492935,Rothmans of London KS Red – Doprodej,24.0,"[88, 55, 23]",28,23.0,23.0,37,35,23
310,ropi01,1492940,HB Classic KS – Doprodej,24.0,"[88, 55, 23]",11,10.0,10.0,16,16,10
311,ropi01,1492945,Davidoff Classic – Doprodej,24.0,"[88, 55, 23]",39,29.0,29.0,52,50,29
312,ropi01,1492950,HB Classic 100´s – Doprodej,29.0,"[103, 56, 23]",12,5.0,5.0,17,16,5
313,ropi01,1492955,Lucky Strike Red – Doprodej,24.0,"[88, 55, 23]",26,15.0,15.0,34,32,15
314,ropi01,1492960,P&S Black 100 – Doprodej,29.0,"[103, 56, 23]",13,10.0,10.0,21,20,10
315,ropi01,1492965,Rothmans of London KS Blue,24.0,"[88, 55, 23]",7,6.0,6.0,8,8,6
316,ropi01,1492970,West Red Plus – Doprodej,24.0,"[88, 55, 23]",17,8.0,8.0,17,17,8
317,ropi01,1492975,Rothmans of London Blue 100´s – Doprodej,29.0,"[103, 56, 23]",19,16.0,16.0,24,24,16
318,ropi01,1492980,Davidoff Evolved Red – Doprodej,24.0,"[88, 55, 23]",16,18.0,18.0,21,21,18
319,ropi01,1492985,Davidoff Evolved Blue – Doprodej,24.0,"[88, 55, 23]",20,15.0,15.0,27,26,15
320,ropi01,1492990,P&S Black – Doprodej,24.0,"[88, 55, 23]",19,16.0,16.0,25,25,16
321,ropi01,1492995,Rothmans S-Line 40s Red – Doprodej,37.0,"[88, 70, 28]",26,16.0,16.0,29,27,16
322,ropi01,1493000,Rothmans S-Line 40s Blue – Doprodej,37.0,"[88, 70, 28]",47,34.0,34.0,54,54,34
323,ropi01,1493005,Viceroy Classic Blue,24.0,"[88, 55, 23]",19,13.0,13.0,28,28,13
324,ropi01,1493010,Rothmans Longs Blue – Doprodej,22.0,"[100, 63, 13]",5,7.0,7.0,7,7,7
325,ropi01,1493015,Lucky Strike Amber – Doprodej,24.0,"[88, 55, 23]",12,14.0,13.0,14,14,14
326,ropi01,1493020,Vogue La Cigarette Lilas – Doprodej,22.0,"[100, 63, 13]",77,57.0,57.0,95,94,57
327,ropi01,1493045,Dianella Mléčná čokoláda s lískovými ořechy,87.0,"[190, 10, 70]",13,12.0,12.0,14,13,12
328,ropi01,1493125,Rothmans Premium Red – Doprodej,30.0,"[89, 55, 27]",3,3.0,3.0,4,4,3
329,ropi01,1493130,Rothmans Premium Blue,30.0,"[55, 89, 27]",13,11.0,10.0,18,18,11
330,ropi01,1493230,Xua & Nay Rýžové nudle Pho,510.0,"[17, 110, 190]",1,1.0,1.0,1,1,1
331,ropi01,1493315,Sonentor BIO Skořice Cejlon mletá,49.0,"[110, 35, 55]",4,4.0,4.0,4,4,4
332,ropi01,1493320,Sonentor BIO Koření na kuře paní domácí,43.0,"[110, 55, 35]",1,1.0,1.0,1,1,1
333,ropi01,1493365,Santa Maria Tortilla chips smetana a pažitka,191.0,"[285, 178, 70]",10,10.0,10.0,10,10,10
334,ropi01,1493370,Santa Maria Tortilla chips Pico de Gallo,191.0,"[300, 178, 70]",12,12.0,12.0,13,13,12
335,ropi01,1493575,Mokate Cookies s arašídy a čokoládou,183.0,"[90, 240, 45]",19,18.0,18.0,19,19,18
336,ropi01,1493920,Louie Kompletní krmivo hovězí a vepřové s rýží pro psy,455.0,"[110, 75, 75]",22,22.0,22.0,22,22,22
337,ropi01,1493930,Louie Kompletní krmivo ryba s kuřecím a rýží pro psy,455.0,"[110, 75, 75]",3,3.0,3.0,3,3,3
338,ropi01,1493950,Louie 1/4 kuřete ve vlastní šťávě pro psy,455.0,"[110, 75, 75]",4,4.0,4.0,4,4,4
339,ropi01,1493965,Louie Kompletní krmivo kuřecí s rýží a taurinem pro kočky,125.0,"[40, 75, 75]",1,1.0,1.0,1,1,1
340,ropi01,1493980,Louie Kompletní krmivo kuřecí s rýží a taurinem pro kočky,230.0,"[70, 75, 75]",1,1.0,1.0,1,1,1
341,ropi01,1494205,Rebelbean Colombia Monte Bonito bezkofeinová,266.0,"[225, 160, 75]",1,1.0,1.0,1,1,1
342,ropi01,1494360,Isostar Hydrate & perform prášek pomeranč,482.0,"[150, 100, 100]",1,1.0,1.0,1,1,1
343,ropi01,1494430,Superbon Chipsy solené,147.0,"[315, 190, 50]",10,10.0,10.0,10,10,10
344,ropi01,1494440,Superbon Chipsy s příchutí pikatní papriky,147.0,"[315, 190, 50]",4,4.0,4.0,4,4,4
345,ropi01,1494445,Superbon Chipsy s příchutí lanýžů,147.0,"[315, 190, 50]",6,7.0,6.0,7,7,7
346,ropi01,1494540,Costa Coffee Signature Blend Espresso Dolce Gusto kapsle,233.0,"[120, 120, 120]",6,6.0,6.0,6,6,6
347,ropi01,1494575,Ahmad Tea Zelený čaj bez kofeinu,76.0,"[129, 78, 68]",1,1.0,1.0,1,1,1
348,ropi01,1494580,Ahmad Tea Earl Grey bez kofeinu,76.0,"[129, 78, 68]",5,5.0,5.0,5,5,5
349,ropi01,1494585,Ahmad Tea Selection bez kofeinu,76.0,"[129, 78, 68]",1,1.0,1.0,1,1,1
350,ropi01,1494605,Rio Mare Per Pasta Arrabbiata,210.0,"[40, 87, 87]",2,2.0,2.0,2,2,2
351,ropi01,1494775,Ria Normal tampony,51.0,"[53, 108, 55]",7,7.0,7.0,7,7,7
352,ropi01,1494780,Ria Super tampony,61.0,"[53, 61, 121]",18,16.0,16.0,18,18,16
353,ropi01,1494785,Ria Super Plus tampony,82.0,"[36, 54, 134]",9,9.0,9.0,9,9,9
354,ropi01,1494790,Ria Classic air Slipové vložky,176.0,"[180, 59, 147]",10,10.0,10.0,10,10,10
355,ropi01,1756941,Seeberger Kokosové chipsy,118.0,"[200, 156, 50]",15,15.0,15.0,15,15,15
356,ropi01,1756947,Seeberger Sušené švestky bez pecky,206.0,"[175, 140, 31]",17,17.0,17.0,17,17,17
357,ropi01,1756971,Šufan Granola jahodová  bez lepku,420.0,"[285, 170, 65]",2,2.0,2.0,2,2,2
358,ropi01,1756977,Šufan Granola čokoládová bez lepku,440.0,"[285, 170, 65]",4,4.0,4.0,4,4,4
359,ropi01,1756995,Šufan Čokoládová bezlepková kaše,260.0,"[245, 145, 30]",2,2.0,2.0,2,2,2
360,ropi01,1757001,Šufan Jablečná bezlepková kaše,260.0,"[245, 145, 30]",3,3.0,3.0,3,3,3
361,ropi01,1757259,Nissin Soba nudle Classic,118.0,"[115, 96, 96]",7,4.0,4.0,8,8,4
362,ropi01,1757265,Nissin Soba nudle Teriyaki,118.0,"[115, 96, 96]",6,5.0,5.0,6,6,5
363,ropi01,1757271,Nissin Soba nudle Chilli,120.0,"[115, 96, 96]",3,2.0,2.0,5,5,2
364,ropi01,1757277,Nissin Instantní nudlová polévka Hot Chilli Spicy,82.0,"[113, 99, 99]",6,6.0,6.0,6,6,6
365,ropi01,1757283,Nissin Instantní nudlová polévka Tasty Chicken,79.0,"[113, 99, 99]",12,13.0,13.0,13,13,13
366,ropi01,1757289,Nissin Instantní nudlová polévka 5 Spices Beef,80.0,"[113, 99, 99]",4,4.0,4.0,4,4,4
367,ropi01,1757493,Perfect Fit Natural Vitality Kapsičky s mořskou rybou a lososem pro dospělé kočky (6×50 g),349.0,"[116, 80, 60]",4,4.0,4.0,4,4,4
368,ropi01,1757733,Dove Original kosmetický balíček,452.0,"[193, 125, 51]",3,3.0,3.0,3,3,3
369,ropi01,1758405,"Bauli Croissanty vanilkové, 6 ks",360.0,"[87, 140, 227]",6,6.0,6.0,6,6,6
370,ropi01,1758411,"Bauli Croissanty čokoládové, 6 ks",360.0,"[87, 140, 227]",6,5.0,5.0,6,6,5
371,ropi01,1758699,BirdSong Coffee Honduras Clave de Sol,264.0,"[185, 197, 60]",5,5.0,5.0,5,5,5
372,ropi01,1758879,Savo Vlhčené čisticí ubrousky levandule,353.0,"[46, 205, 110]",5,5.0,5.0,5,5,5
373,ropi01,1758963,Amazonia BIO Tender Jack Teryiaki,400.0,"[180, 140, 30]",8,8.0,8.0,8,8,8
374,ropi01,1759107,Basilur Bílý čaj mango a pomeranč,60.0,"[130, 80, 70]",5,5.0,5.0,5,5,5
375,ropi01,1759113,Basilur Bílý čaj lesní ovoce,60.0,"[130, 80, 70]",3,3.0,3.0,3,3,3
376,ropi01,1759131,Basilur Variace černých čajů Orient,260.0,"[189, 236, 52]",4,4.0,4.0,4,4,4
377,ropi01,1759137,Basilur Ovocný čaj Wild Rose,80.0,"[130, 80, 68]",1,1.0,1.0,1,1,1
378,ropi01,1759143,Basilur Ovocný čaj Raspberry,80.0,"[130, 80, 69]",2,2.0,2.0,2,2,2
379,ropi01,1759155,Basilur Variace čajů Earl Grey,200.0,"[183, 169, 51]",1,1.0,1.0,1,1,1
380,ropi01,1759713,Winston XSpression – Doprodej,30.0,"[86, 55, 22]",32,26.0,26.0,42,41,26
381,ropi01,1759857,Ella's Kitchen BIO Křupavé kroužky s banánem a vanilkou,22.0,"[195, 115, 35]",10,9.0,9.0,10,10,9
382,ropi01,1760175,Paw Patrol Firefly dětský zubní kartáček s krytkou,39.0,"[240, 77, 22]",1,1.0,1.0,1,1,1
383,ropi01,1760205,Sonnentor BIO Best TEAm porcovaný čaj,67.0,"[120, 70, 80]",2,2.0,2.0,2,2,2
384,ropi01,1760211,Sonnentor BIO Bylinná poznávací sada,65.0,"[120, 70, 80]",6,6.0,6.0,6,6,6
385,ropi01,1760217,Sonnentor BIO Ovocná poznávací sada,86.0,"[120, 70, 80]",5,5.0,5.0,5,5,5
386,ropi01,1760259,Nestlé CHOKELLA snídaňové cereálie,523.0,"[275, 192, 52]",6,5.0,5.0,6,6,5
387,ropi01,1760271,Veto Eco Patifu tofu Hokkaido,105.0,"[85, 85, 30]",18,17.0,17.0,18,18,17
388,ropi01,1760367,L'biotica Exfoliační maska na nohy,87.0,"[200, 160, 5]",7,6.0,6.0,7,7,6
389,ropi01,1760373,L'biotica Regenerační maska na nohy,87.0,"[200, 160, 5]",7,7.0,7.0,7,7,7
390,ropi01,1760391,Gerber Organic BIO Nemléčná kaše s příchutí sušenky,240.0,"[195, 144, 41]",8,8.0,8.0,8,8,8
391,ropi01,1760397,Gerber Organic BIO Nemléčná kaše s příchutí vanilky,240.0,"[195, 144, 41]",6,6.0,6.0,6,6,6
392,ropi01,1760403,Gerber Organic BIO Kapsička hruška,97.0,"[133, 72, 38]",5,4.0,4.0,5,5,4
393,ropi01,1760415,"Gerber Organic BIO Kapsička hruška, jablko a banán",97.0,"[133, 72, 38]",5,5.0,5.0,5,5,5
394,ropi01,1760421,"Gerber Organic BIO Kapsička jablko, banán, borůvka a ostružina",97.0,"[133, 72, 38]",8,4.0,4.0,8,8,4
395,ropi01,1760457,Mixit Ovocné müsli bez lepku,300.0,"[194, 100, 100]",11,11.0,11.0,11,11,11
396,ropi01,1760595,Linteo Dětské vatové čisticí polštářky,118.0,"[130, 105, 88]",2,1.0,1.0,2,2,1
397,ropi01,1760679,Cohiba Doutníčky Club,20.0,"[120, 50, 30]",10,3.0,3.0,10,10,3
398,ropi01,1760811,Orion Cukřenka s nerezovým sítkem,117.0,"[70, 70, 100]",2,2.0,1.0,4,4,2
399,ropi01,1760871,Scrub daddy Original houbička,28.0,"[38, 102, 153]",25,19.0,19.0,26,25,19
400,ropi01,1760883,Scrub daddy Mommy houbička růžová,28.0,"[38, 102, 153]",34,29.0,29.0,35,34,29
401,ropi01,1760889,Scrub daddy Čisticí pasta + ScrubMommy® houbička,32.0,"[90, 120, 120]",22,22.0,22.0,22,22,22
402,ropi01,1761027,Ariel Allin1 Color kapsle na praní,351.0,"[100, 94, 140]",31,30.0,30.0,31,31,30
403,ropi01,1761165,Lenor Peony vonné perličky,269.0,"[193, 77, 77]",14,13.0,13.0,14,14,13
404,ropi01,1761339,Alnatura BIO Semolinové sušené těstoviny barevné,260.0,"[55, 80, 210]",2,2.0,2.0,2,2,2
405,ropi01,1761357,Alnatura BIO Celozrnná rýže s kakaem,255.0,"[65, 115, 250]",1,1.0,1.0,1,1,1
406,ropi01,1761375,Alnatura BIO Špaldové sušenky Spekulatius,168.0,"[210, 30, 168]",31,31.0,31.0,31,31,31
407,ropi01,1761429,Alnatura BIO Plátky z lískových ořechů a datlí,76.0,"[55, 165, 15]",2,0.0,,3,3,0
408,ropi01,1761489,Chesterfield Red (Crown) KS – Doprodej,30.0,"[88, 55, 23]",10,10.0,10.0,10,10,10
409,ropi01,1761495,Chesterfield Blue (Crown) KS – Doprodej,30.0,"[89, 55, 38]",12,6.0,6.0,18,18,6
410,ropi01,1761501,Chesterfield Red (CROWN) 100 – Doprodej,30.0,"[103, 56, 23]",13,12.0,12.0,19,19,12
411,ropi01,1761597,FruchtBar BIO Pizza polštářky,93.0,"[150, 100, 30]",17,12.0,12.0,17,17,12
412,ropi01,1761603,FruchtBar BIO Kukuřičné křupky se sýrem nesolené,33.0,"[210, 145, 55]",7,6.0,6.0,7,7,6
413,ropi01,1761609,"FruchtBar BIO Křupky želvy – kukuřice, mango a banán",35.0,"[210, 145, 55]",15,15.0,15.0,15,15,15
414,ropi01,1761615,FruchtBar BIO Mrkvové mini wafle,25.0,"[145, 100, 20]",10,10.0,10.0,10,10,10
415,ropi01,1761621,FruchtBar BIO Mini ravioly s rajčatovo-dýňovou omáčkou a bylinkami,201.0,"[160, 140, 35]",10,10.0,10.0,10,10,10
416,ropi01,1761627,FruchtBar BIO Boloňská omáčka,200.0,"[155, 98, 40]",4,4.0,4.0,4,4,4
417,ropi01,1761633,FruchtBar BIO Ratatouille omáčka,200.0,"[155, 98, 40]",5,5.0,5.0,5,5,5
418,ropi01,1761639,FruchtBar BIO Těstoviny s rajčatovou omáčkou a bylinkami,201.0,"[160, 140, 35]",1,1.0,1.0,1,1,1
419,ropi01,1761657,FruchtBar BIO Ovesné kousky s jablkem a lesními plody,44.0,"[106, 80, 17]",16,15.0,15.0,16,16,15
420,ropi01,1761663,"FruchtBar BIO Cereálie kakaové kuličky s hroznovým vínem, jablkem a ovsem",139.0,"[240, 200, 90]",5,5.0,5.0,5,5,5
421,ropi01,1761669,"FruchtBar BIO Ovocná kapsička s jablkem, banánem, švestkou a černým rybízem",105.0,"[152, 76, 27]",15,15.0,15.0,15,15,15
422,ropi01,1761717,Colgate Total whitening bělicí zubní pasta (3×75 ml),385.0,"[138, 170, 38]",2,2.0,2.0,2,2,2
423,ropi01,1761723,Kleenex Antibakteriální vlhčené ubrousky,212.0,"[110, 41, 188]",2,2.0,2.0,2,2,2
424,ropi01,1761777,Always Large Extra Protect Intimky,167.0,"[181, 79, 136]",13,13.0,13.0,13,13,13
425,ropi01,1761789,Always Platinum Normal Hygienické vložky s křidélky,43.0,"[89, 60, 87]",16,16.0,16.0,16,16,16
426,ropi01,1761795,Always Ultra Day & Night Hygienické vložky s křidélky,44.0,"[59, 114, 114]",14,14.0,14.0,14,14,14
427,ropi01,1761801,Always Ultra Secure Night Hygienické vložky s křidélky,165.0,"[192, 95, 112]",29,27.0,27.0,29,29,27
428,ropi01,1761807,Always Ultra Normal Hygienické vložky s křidélky,47.0,"[88, 72, 91]",15,15.0,15.0,15,15,15
429,ropi01,1761837,Marks & Spencer Sušenky s vanilkovým krémem,165.0,"[38, 185, 50]",11,7.0,6.0,14,14,7
430,ropi01,1762047,LEGO® City 60342 Žraločí kaskadérská výzva,370.0,"[61, 262, 191]",6,6.0,6.0,6,6,6
431,ropi01,1762053,LEGO® City 60344 Kurník,140.0,"[45, 141, 157]",3,3.0,3.0,3,3,3
432,ropi01,1762071,LEGO® City 60298 Kaskadérská motorka s raketovým pohonem,45.0,"[47, 122, 91]",1,1.0,1.0,1,1,1
433,ropi01,1762077,LEGO® City 60323 Kaskadérské letadlo,125.0,"[61, 141, 157]",2,2.0,2.0,2,2,2
434,ropi01,1762113,LEGO® DOTS 41958 Doplňky DOTS – 7. série Sport,15.0,"[7, 150, 95]",1,1.0,1.0,1,1,1
435,ropi01,1762125,LEGO® DOTS 41963 Nášivka Myšák Mickey a Myška Minnie,40.0,"[28, 128, 92]",2,1.0,1.0,2,2,1
